budget,id,original_language,original_title,popularity,release_date,revenue,runtime,tagline,title,vote_average,vote_count
0,8879,en,Pale Rider,14.574995,6/28/85,41410568,115,... and hell followed with him.,Pale Rider,7,251
7000000,13001,en,Stargate: The Ark of Truth,8.591387,3/11/08,8900000,97,The lines have been drawn. The battle has been waged. Only one thing can save us...,Stargate: The Ark of Truth,6.9,140
6900000,9571,en,Dazed and Confused,26.181753,9/24/93,7993039,102,See it with a bud.,Dazed and Confused,7.4,583
0,13649,en,High School Musical 2,21.01755,8/17/07,7000000,104,,High School Musical 2,6.1,843
0,325373,en,Two Lovers and a Bear,3.139294,10/2/16,0,96,,Two Lovers and a Bear,6.8,27
7000000,334527,en,Criminal Activities,6.665164,11/20/15,0,94,Leave the crime to the criminals,Criminal Activities,5.8,110
0,2211,de,Aimee & Jaguar,2.832628,2/10/99,0,125,,Aimee & Jaguar,6.3,20
0,13919,en,The Chumscrubber,3.528643,6/8/05,0,108,Fear. Trust. Love.,The Chumscrubber,6.7,62
6800000,14576,en,Shade,4.665309,5/18/03,0,101,"Lie, cheat, steal... your deal!",Shade,6.1,73
6900000,82505,en,House at the End of the Street,25.613197,9/21/12,44287131,101,Fear reaches out... for the girl next door.,House at the End of the Street,5.6,555
6800000,46738,fr,Incendies,21.285206,9/4/10,7103838,130,The search began at the opening of their mother's will.,Incendies,7.9,479
0,38970,it,Ricordati di me,4.240495,2/11/03,0,125,Some loves are never forgotten,"Remember Me, My Love",5.8,44
0,41009,en,Perrier’s Bounty,3.810943,9/11/09,0,88,Blood is thicker than water. Nothing is thicker than thieves.,Perrier’s Bounty,5.1,24
4000000,7347,pt,Tropa de Elite,23.604936,10/12/07,0,115,On the streets of Rio only the elite survive,Elite Squad,7.8,504
6500000,250546,en,Annabelle,60.225219,10/2/14,255273813,99,"Before the Conjuring, there was Annabelle.",Annabelle,5.6,1517
7,38415,en,Bran Nue Dae,0.050456,8/9/09,7,82,Bran Nue Dae,Bran Nue Dae,5.2,6
6500000,650,en,Boyz n the Hood,17.705671,7/12/91,57504069,112,Once upon a time in South Central L.A... It ain't no fairy tale.,Boyz n the Hood,7.4,364
6500000,16620,en,La Bamba,6.847099,7/24/87,54215416,108,Born into poverty. Destined for stardom. He lived the American dream.,La Bamba,6.8,116
0,25113,en,The Four Seasons,8.067702,5/22/81,0,107,,The Four Seasons,6.3,16
6500000,11033,en,Dressed to Kill,11.208769,6/25/80,31899000,105,The Latest Fashion In Murder,Dressed to Kill,6.8,157
6500000,34723,en,The Adventures of Huck Finn,2.163683,4/2/93,0,108,For anyone who has ever dreamed of running away from it all,The Adventures of Huck Finn,6.2,42
6500000,9430,en,Go,11.142389,4/9/99,28451622,98,A weekend wasted is never a wasted weekend.,Go,7,196
6500000,8998,en,Friends with Money,11.885221,9/7/06,13368437,88,,Friends with Money,5.1,128
6500000,10514,en,The Andromeda Strain,12.524953,3/12/71,12376563,131,The picture runs 130 minutes!... The story covers 96 of the most critical hours in man's history!... The suspense will last through your lifetime!,The Andromeda Strain,7,190
0,10496,en,Bats,1.537859,10/22/99,10,91,They will suck you dry,Bats,4.1,35
0,1591,de,Nirgendwo in Afrika,3.481517,12/11/01,0,140,One family's tale of a homeland lost... and a homeland found.,Nowhere in Africa,7,32
6500000,76025,en,Shame,40.688426,10/2/11,17693675,100,,Shame,7,875
6500000,4836,en,Layer Cake,24.0034,9/30/04,11850214,105,,Layer Cake,7,559
6500000,14631,en,The Work and the Glory II: American Zion,2.639106,10/21/05,2025032,100,,The Work and the Glory II: American Zion,8,6
6500000,87499,en,The East,16.574756,5/31/13,2401510,116,"Spy on us, we'll spy on you.",The East,6.5,305
6500000,18923,en,A Home at the End of the World,5.483531,7/23/04,1548955,96,Family can be whatever you want it to be.,A Home at the End of the World,6.8,45
0,26665,en,Aberdeen,1.068819,7/5/00,0,113,,Aberdeen,7,6
6500000,28089,en,The Messenger,8.432401,11/13/09,1521261,113,The Scars of War Will Last Forever,The Messenger,7.1,119
6500000,62255,en,Tracker,2.074295,5/20/10,0,102,,Tracker,6,16
0,5708,en,Control,11.357474,9/26/07,8159508,121,,Control,7.5,200
6400000,218,en,The Terminator,74.234793,10/26/84,78371200,108,Your future is in his hands.,The Terminator,7.3,4128
4800000,338,de,"Good bye, Lenin!",11.086001,2/9/03,79384880,121,The German Democratic Republic lives on -- in 79 square meters!,"Good bye, Lenin!",7.4,586
10000000,21641,en,The Damned United,13.409125,3/27/09,0,97,They love me for what I'm not... ...they hate me for what I am.,The Damned United,7.2,152
4000000,10925,en,The Return of the Living Dead,14.961629,5/15/85,14237000,91,They're Back From The Grave and Ready To Party!,The Return of the Living Dead,7.3,267
6000000,2293,en,Mallrats,16.139771,10/20/95,2122561,94,They're not there to shop. They're not there to work. They're just there.,Mallrats,6.8,392
6000000,621,en,Grease,67.608041,7/7/78,181813770,110,Grease is the word,Grease,7.2,1581
6000000,792,en,Platoon,49.802914,12/18/86,138530565,120,The first casualty of war is innocence.,Platoon,7.5,1205
6000000,1777,en,Fahrenheit 9/11,16.20985,6/25/04,119114517,122,Controversy... what controversy?,Fahrenheit 9/11,6.8,397
6000000,642,en,Butch Cassidy and the Sundance Kid,24.499996,9/23/69,102308889,110,"Not that it matters, but most of it is true.",Butch Cassidy and the Sundance Kid,7.4,650
6000000,433,en,Mary Poppins,59.961523,8/27/64,102272727,139,It's supercalifragilisticexpialidocious!,Mary Poppins,7.4,1183
6000000,16619,en,Ordinary People,12.541983,9/19/80,0,124,Everything is in its proper place...except the past.,Ordinary People,7.4,145
6000000,1725,en,West Side Story,23.431117,10/18/61,43656822,152,The screen achieves one of the great entertainments in the history of motion pictures,West Side Story,7,389
6000000,11977,en,Caddyshack,15.929648,7/25/80,39846344,98,The snobs against the slobs!,Caddyshack,6.6,365
0,20322,en,The Brothers,3.029944,3/23/01,0,106,,The Brothers,6.5,10
6000000,16158,en,The Wood,5.537646,7/16/99,25059640,106,From best friends to best men.,The Wood,7.1,34
6000000,629,en,The Usual Suspects,64.025031,7/19/95,23341568,106,Five Criminals. One Line Up. No Coincidence.,The Usual Suspects,8.1,3254
8000000,10160,en,A Nightmare on Elm Street 5: The Dream Child,12.654051,8/11/89,22168359,89,"Now Freddy’s a daddy, he’s killing for two.",A Nightmare on Elm Street 5: The Dream Child,5.5,245
5000000,11452,en,National Lampoon’s Van Wilder,35.108498,3/29/02,38275483,92,Don't Graduate. Celebrate.,National Lampoon’s Van Wilder,5.9,858
6000000,12163,en,The Wrestler,40.196514,9/7/08,44703995,109,Love. Pain. Glory.,The Wrestler,7.3,1000
6000000,32275,en,Duel in the Sun,7.60445,12/31/46,20400000,144,Emotions . . . As Violent As The Wind-Swept Prairie !,Duel in the Sun,6.2,37
0,13785,en,Best in Show,10.982255,9/19/00,0,90,Some pets deserve a little more respect than others.,Best in Show,6.7,166
6000000,1103,en,Escape from New York,24.351305,5/22/81,50244700,99,1997. New York City is now a maximum security prison. Breaking out is impossible. Breaking in is insane.,Escape from New York,6.9,703
0,36739,en,School Daze,3.159574,2/12/88,0,121,,School Daze,6.2,26
6000000,14144,en,Daddy Day Camp,12.601677,8/8/07,18197398,89,The summer is going to be in tents.,Daddy Day Camp,4.4,91
12716953,10622,cn,一個好人,7.077505,1/31/97,18814720,113,Fight first. Apologize later.,Mr. Nice Guy,6.3,128
6000000,13370,en,A Mighty Wind,4.053017,4/16/03,18750246,91,"Back together for the first time, again.",A Mighty Wind,6.6,74
0,11191,en,Mystic Pizza,6.379933,10/13/88,0,104,A Romantic Comedy With The Works,Mystic Pizza,5.9,123
6000000,10215,en,Sliding Doors,15.639016,4/23/98,58000000,99,What if one split second sent your life in two completely different directions?.,Sliding Doors,6.5,354
6000000,25066,en,Tales from the Hood,3.89204,5/24/95,12000000,98,Chill or be Chilled,Tales from the Hood,5.4,32
6000000,1523,en,The Last King of Scotland,26.286954,9/1/06,48027970,121,Charming. Magnetic. Murderous.,The Last King of Scotland,7.4,558
5000000,11361,en,Halloween 5: The Revenge of Michael Myers,8.008844,10/12/89,11642254,96,"Michael Lives, And This Time They're Ready!",Halloween 5: The Revenge of Michael Myers,5.2,183
5000000,92591,en,Bernie,12.68514,4/27/12,9206470,100,A story so unbelievable it must be true.,Bernie,6.5,320
6000000,57612,en,Dolphins and Whales: Tribes of the Ocean,0.041651,2/15/08,7518876,42,,Dolphins and Whales: Tribes of the Ocean,8,3
0,12509,en,Pollock,8.483531,9/6/00,0,122,A true portrait of life and art.,Pollock,6.6,91
6000000,15256,en,200 Cigarettes,3.561198,2/26/99,6852450,101,It's 11:59 on New Years Eve... do you know where your date is?,200 Cigarettes,6.1,44
6000000,83686,en,The Words,14.988746,9/7/12,13231461,96,There's more than one way to take a life.,The Words,6.4,379
0,80304,en,Casa De Mi Padre,5.754416,3/15/12,0,84,Funniest movie you'll ever read.,Casa De Mi Padre,5.5,103
6000000,28053,en,City Island,6.497285,3/6/09,6670712,104,Truth is stranger than family,City Island,6.9,113
6000000,67913,en,The Guard,19.411141,7/7/11,19560274,96,The FBI are about to discover that things work a little differently around here.,The Guard,6.8,372
7000000,13991,en,College,7.034618,8/28/08,6230276,94,,College,4.8,48
6000000,1443,en,The Virgin Suicides,26.218912,4/21/99,10409377,97,"Beautiful, mysterious, haunting, invariably fatal. Just like life.",The Virgin Suicides,7.1,817
0,8545,en,Little Voice,4.647547,11/5/98,0,97,Finding your own voice can be magic.,Little Voice,6.6,61
0,19556,en,Miss March,9.371534,3/13/09,0,89,"After four years in a coma, Eugene Pratt is going to be reunited with his high school sweetheart... on pages 95-97.",Miss March,5.4,77
5500000,231576,en,Wish I Was Here,15.015271,1/18/14,5483299,120,Life is an occasion. Rise to it.,Wish I Was Here,6.4,300
6000000,16172,en,Simply Irresistible,5.696491,2/5/99,4398989,95,Magic opened up their hearts... Love did the rest.,Simply Irresistible,5.5,52
0,13403,en,Hedwig and the Angry Inch,4.25422,7/20/01,0,95,An anatomically incorrect rock odyssey,Hedwig and the Angry Inch,7.4,80
6000000,15797,en,Only the Strong,5.411243,8/27/93,3283371,99,The ultimate martial art.,Only the Strong,6.9,29
0,347764,en,Goddess of Love,1.273773,8/31/15,0,96,Be Careful Who You Get Close To,Goddess of Love,6.2,9
6000000,13537,en,Shattered Glass,6.27257,11/14/03,2944752,94,,Shattered Glass,6.6,111
6000000,20794,en,Novocaine,4.148253,11/23/01,2025238,95,,Novocaine,6,44
0,31064,en,The Business of Strangers,1.369649,1/19/01,0,84,,The Business of Strangers,5.7,19
6244087,576,en,The Wild Bunch,14.970654,6/17/69,638641,145,"If you only want to spend two hours in a movie theatre and go home and forget it, stay away from THE WILD BUNCH.",The Wild Bunch,7.6,259
6000000,13990,en,The Wackness,7.161051,7/3/08,2899975,99,,The Wackness,6.2,94
6000000,11583,en,The First Great Train Robbery,12.434688,1/25/79,0,110,Never have so few taken so much from so many.,The First Great Train Robbery,6.6,74
0,18602,en,Morvern Callar,2.507912,1/1/02,0,97,,Morvern Callar,7.2,34
6000000,27549,en,Beastmaster 2: Through the Portal of Time,1.478505,6/8/91,869325,107,,Beastmaster 2: Through the Portal of Time,4.6,17
6000000,59728,en,The 5th Quarter,0.215464,3/25/11,399611,97,Rising from tragedy to triumph,The 5th Quarter,4.7,12
0,10930,fr,La fleur du mal,1.229667,2/9/03,0,104,,The Flower of Evil,5.7,10
6000000,32395,en,The Greatest,6.903186,1/17/09,0,99,,The Greatest,6.2,34
134005,58882,en,Snow Flower and the Secret Fan,2.260315,7/15/11,1332231,104,,Snow Flower and the Secret Fan,5.3,22
6000000,7547,en,Come Early Morning,3.427061,1/10/06,0,97,"Before you fall in love, you need to love yourself.",Come Early Morning,5.9,10
0,35944,en,Lucky Break,0.669169,8/24/01,0,107,,Lucky Break,6.5,11
0,42222,en,Julia,6.077735,10/2/77,0,117,The story of two women whose friendship suddenly became a matter of life and death.,Julia,6.3,30
6000000,13827,en,"Surfer, Dude",2.404626,9/5/08,69497,85,,"Surfer, Dude",4.7,25
0,44260,en,Lake of Fire,0.475748,9/9/06,25,152,Exploring the Issue that Divides the World,Lake of Fire,8,10
6000000,9282,en,11:14,15.048067,5/16/03,0,86,Fate can change in seconds.,11:14,6.8,206
0,38940,en,Men of War,1.734764,9/4/94,0,103,"Killers for hire are paid for what they can do, not for what they believe... until today.",Men of War,5.4,29
0,35689,en,Don McKay,1.496454,4/24/09,0,87,Some secrets are better left buried.,Don McKay,5.4,21
12000000,97614,en,Deadfall,10.19041,11/8/12,66351,95,Twisty thriller... a wild ride.,Deadfall,5.6,224
6000000,37206,en,A Shine of Rainbows,12.099486,10/1/09,0,101,An abandoned child brings the colors of love into their lives.,A Shine of Rainbows,6.3,14
6000000,58626,en,The Hit List,4.957014,4/2/11,0,90,Who's on your list?,The Hit List,5.2,73
0,183894,en,Emma,2.135689,10/11/09,0,240,,Emma,7.6,38
5952000,837,en,Videodrome,18.119265,2/4/83,2120439,87,First it controls your mind. Then it destroys your body.,Videodrome,7.1,454
5300000,1555,fr,L'Auberge espagnole,13.034602,5/17/02,3897799,122,"They came from Paris, Rome, London and Berlin to... the Spanish Apartment... where a year can change a lifetime.",The Spanish Apartment,7,266
6000000,244783,en,Song One,6.349218,1/20/14,32251,86,A moment can change everything.,Song One,5.5,87
4000000,16564,nl,Oorlogswinter,5.013575,11/17/08,530048,103,"In 1945 Holland, a boy must choose between good and evil.",Winter in Wartime,6.8,66
0,168027,en,Freaky Deaky,4.448353,4/22/12,0,90,Crime is such a trippy thing,Freaky Deaky,4.9,18
5800000,3482,en,The Train,4.49029,9/21/64,6800000,133,"It carried their hopes, their nation's honour!",The Train,7.2,72
0,135595,en,Trade Of Innocents,2.204138,9/27/12,0,91,Justice needs a hero,Trade Of Innocents,5.5,12
6000000,8982,th,ต้มยำกุ้ง,11.81832,8/11/05,27165581,108,Vengeance Knows No Mercy,The Protector,6.8,167
0,89861,en,Stiff Upper Lips,0.356495,6/12/98,0,99,,Stiff Upper Lips,10,1
3500159,455,en,Bend It Like Beckham,22.054546,4/11/02,76578641,112,"Sometimes, to follow your dreams... you've got to bend the rules!",Bend It Like Beckham,6.2,578
0,57022,en,Sunshine State,4.245123,6/21/02,0,141,Greetings from ...,Sunshine State,6,10
5800000,14351,en,Crossover,3.201886,9/1/06,7000000,95,,Crossover,4.2,10
0,147767,en,Khiladi 786,0.114342,12/7/12,126,139,,Khiladi 786,4.7,11
5600000,10664,es,[REC]²,22.341462,9/15/09,18469680,85,Fear Revisited,[REC]²,6.4,489
0,55567,en,Standing Ovation,0.305922,7/16/10,531826,105,Dance - Sing - Dream,Standing Ovation,3.9,6
5500000,9277,en,The Sting,28.500913,12/25/73,159616327,129,...all it takes is a little confidence.,The Sting,7.9,622
5500000,9443,en,Chariots of Fire,10.439971,5/15/81,58972904,123,"This is the story of two men who run, not to run, but to prove something to the world. They will sacrifice anything to achieve their goals... except their honor.",Chariots of Fire,6.8,207
0,16186,en,Diary of a Mad Black Woman,3.784535,2/25/05,0,116,Time heals the heart. Faith heals the rest.,Diary of a Mad Black Woman,6.4,71
0,7863,en,Shine,10.396305,1/21/96,0,105,A true story of the mystery of music and the miracle of love,Shine,7.3,131
6000000,138697,en,Don Jon,33.296684,7/26/13,0,90,Everyone loves a happy ending.,Don Jon,5.9,1671
5500000,11901,en,High Plains Drifter,19.127239,4/19/73,15700000,105,Welcome to Hell,High Plains Drifter,7.4,278
7000000,1548,en,Ghost World,14.072941,7/20/01,0,111,Accentuate the negative.,Ghost World,7.1,426
0,11889,en,Iris,2.714043,12/14/01,0,91,,Iris,6.2,47
5500000,33155,en,Galaxina,2.141143,6/6/80,4865000,95,She's too good to be true...and too real to be otherwise.,Galaxina,3.3,16
0,5528,fr,Les Choristes,20.982455,3/17/04,0,96,,The Chorus,7.5,526
4361898,321,en,Mambo Italiano,2.080741,6/6/03,3031801,92,Things change. Family doesn't.,Mambo Italiano,5.6,28
5000000,4997,en,Wonderland,7.79068,10/23/03,2466444,104,"Sex, drugs, murder. Welcome to L.A.",Wonderland,6.2,73
6500000,925,en,Do the Right Thing,15.580335,6/30/89,37295445,120,"It's the hottest day of the summer. You can do nothing, you can do something, or you can...",Do the Right Thing,7.6,292
0,27451,en,Harvard Man,5.336243,1/1/01,0,99,"Passion, Seduction, Deception.",Harvard Man,4.8,15
3850000,73532,fr,Le Havre,10.787322,5/17/11,0,93,,Le Havre,6.8,97
0,979,fr,Irréversible,32.476098,5/22/02,792,97,Time destroys everything.,Irreversible,7.1,538
5500000,193722,ja,R100,3.21392,10/5/13,0,100,M For Father,R100,5.4,31
2200000,7913,hi,Rang De Basanti,5.206967,1/26/06,11502151,157,A Generation Awakens,Rang De Basanti,7.2,97
0,253253,en,Animals,1.5846,5/15/14,0,90,,Animals,6.2,9
8000000,51995,en,Salvation Boulevard,3.653305,7/15/11,0,96,Faith alone doesn’t cut it anymore,Salvation Boulevard,5.6,28
0,13173,en,The Ten,3.865122,8/3/07,0,96,"If He'd meant the commandments literally, He'd have written them in stone.",The Ten,4.9,57
0,22908,en,A Room for Romeo Brass,1.391958,8/23/99,0,90,,A Room for Romeo Brass,7.3,18
0,70670,en,Hodejegerne,20.821846,8/4/11,15699707,100,The hunt is on.,Headhunters,7.1,399
0,84204,en,Grabbers,9.451228,8/10/12,0,94,"For the locals on Erin Island, it's last orders.",Grabbers,6,140
0,25248,en,Saint Ralph,1.688495,9/11/04,0,95,He's hoping for a miracle. He doesn't have a prayer.,Saint Ralph,7.3,24
5500000,230266,en,Miss Julie,5.033065,9/7/14,5000000,120,Love is a foolish game,Miss Julie,5.9,45
5100000,16633,en,Somewhere in Time,5.934016,10/2/80,0,103,Beyond fantasy. Beyond obsession. Beyond time itself... he will find her.,Somewhere in Time,7.2,102
0,63006,hi,Dum Maaro Dum,0.075817,4/22/11,0,130,Goa. Paradise on Earth. But every Paradise has a few snakes.,Dum Maaro Dum,5.4,7
5000000,91586,en,Insidious: Chapter 2,48.375848,9/12/13,0,106,It will take what you love most.,Insidious: Chapter 2,6.5,1211
4000000,215,en,Saw II,42.187986,10/28/05,152925093,92,Oh Yes... There Will Be Blood.,Saw II,6.3,1251
15000000,333371,en,10 Cloverfield Lane,53.698683,3/10/16,108286421,103,Monsters come in many forms.,10 Cloverfield Lane,6.8,2468
5000000,9012,en,Jackass: The Movie,14.752587,10/21/02,64282312,87,Do not attempt this at home.,Jackass: The Movie,6.1,345
4900000,345911,en,Lights Out,48.170508,7/21/16,44107032,81,,Lights Out,6.3,1129
5000000,72571,en,Paranormal Activity 3,29.15813,10/19/11,205703818,83,It Runs In The Family,Paranormal Activity 3,5.9,669
5000000,242512,en,Ouija,56.30466,10/24/14,103590271,89,Keep telling yourself it's just a game,Ouija,4.9,983
5000000,10072,en,A Nightmare on Elm Street 3: Dream Warriors,17.304055,2/27/87,44793222,96,"If you think you're ready for Freddy, think again!",A Nightmare on Elm Street 3: Dream Warriors,6.5,354
5500000,211954,es,No se Aceptan Devoluciones,9.59729,7/20/13,99067206,115,Life doesn't care if you're ready.,Instructions Not Included,7.5,205
5000000,82990,en,Paranormal Activity 4,20.326337,10/17/12,142817992,95,It's closer than you think,Paranormal Activity 4,5.2,563
4100000,29912,en,The Robe,4.028875,9/16/53,36000000,135,The first motion picture in CinemaScope--the modern miracle you see without glasses!,The Robe,6.4,42
5000000,11843,en,The Return of the Pink Panther,6.470766,5/21/75,41833347,113,,The Return of the Pink Panther,6.7,137
11000000,11284,en,Freddy's Dead: The Final Nightmare,16.856231,9/5/91,34872033,89,They saved the best for last.,Freddy's Dead: The Final Nightmare,5.1,272
8000000,504,en,Monster,19.683187,11/16/03,60378584,110,The first female serial killer of America,Monster,7,485
5000000,173,en,"20,000 Leagues Under the Sea",9.358197,12/23/54,28200000,127,The mightiest motion picture of them all!,"20,000 Leagues Under the Sea",6.8,157
5000000,227348,en,Paranormal Activity: The Marked Ones,19.984477,1/1/14,86362372,84,You're one of us now.,Paranormal Activity: The Marked Ones,5.2,449
5000000,1955,en,The Elephant Man,30.271066,10/2/80,26010864,124,I am not an animal! I am a human being! I... am... a man!,The Elephant Man,7.9,719
5000000,152532,en,Dallas Buyers Club,59.454473,9/7/13,55198285,117,Sometimes it takes a hustler to change the world,Dallas Buyers Club,7.9,2886
3300000,243940,en,The Lazarus Effect,20.304235,1/29/15,64110728,83,Evil will rise.,The Lazarus Effect,5.1,505
9000000,77,en,Memento,60.715151,10/11/00,39723096,113,Some memories are best forgotten.,Memento,8.1,4028
5000000,157547,en,Oculus,35.871248,9/8/13,44030246,104,You see what it wants you to see,Oculus,6.3,1050
5000000,2295,en,Clerks II,18.077963,5/25/06,26888376,97,With No Power Comes No Responsibility,Clerks II,6.9,398
5000000,71,en,Billy Elliot,20.428237,5/18/00,110000000,110,Inside every one of us is a special talent waiting to come out. The trick is finding it.,Billy Elliot,7.4,750
4600000,147773,en,The Way Way Back,32.14444,6/6/13,23198652,103,We've all been there.,The Way Way Back,7.1,688
0,16096,en,House Party 2,3.673566,10/23/91,0,94,,House Party 2,4.7,21
3500000,24266,en,The Man from Snowy River,3.656491,3/2/82,20659423,104,The story of a boy suddenly alone in the world. The men who challenge him. And the girl who helps him become a man.,The Man from Snowy River,6.8,37
0,16508,en,Doug's 1st Movie,1.88484,3/26/99,0,77,You'll Dig Doug!,Doug's 1st Movie,5.4,22
5000000,2895,en,The Apostle,4.227807,10/9/97,0,134,The hardest soul to save was his own.,The Apostle,6.1,38
0,15660,en,Mommie Dearest,3.102862,9/18/81,0,129,The meanest mother of them all,Mommie Dearest,6.5,54
10000000,59968,en,Our Idiot Brother,15.688439,8/26/11,17273593,90,Everybody has one,Our Idiot Brother,5.9,365
5000000,323677,en,Race,22.9951,2/19/16,24804129,134,The incredible true story of gold medal champion Jesse Owens,Race,7.1,478
0,19848,en,The Players Club,5.769822,4/8/98,0,104,"Here, we get down and dirty.",The Players Club,6.4,14
5000000,256274,en,"As Above, So Below",26.510558,8/14/14,40100000,93,The only way out is down.,"As Above, So Below",6.1,766
0,235271,en,Addicted,7.544515,10/10/14,0,105,Every Woman Needs an Escape,Addicted,5.4,63
0,45153,en,Eve's Bayou,1.126941,9/7/97,0,109,The secrets that hold us together can also tear us apart.,Eve's Bayou,6.1,27
5000000,284293,en,Still Alice,35.307577,12/5/14,43884652,99,,Still Alice,7.5,1104
5000000,24973,en,The Egyptian,4.079111,8/25/54,15000000,139,"To Nefer, shameless temptress of Babylon, he surrendered his parents' hope of immortality!",The Egyptian,6,11
5000000,21610,en,Nighthawks,7.058868,3/17/81,19905359,99,A terrorist holds New York in a grip of fear - and only Stallone can take him on.,Nighthawks,6.4,86
5000000,10283,en,Friday the 13th Part VIII: Jason Takes Manhattan,12.904615,7/28/89,14000000,100,The Big Apple's in BIG trouble!,Friday the 13th Part VIII: Jason Takes Manhattan,4.8,191
5000000,8346,en,My Big Fat Greek Wedding,18.115566,2/22/02,368744044,95,Love is here to stay... so is her family.,My Big Fat Greek Wedding,6.2,671
5000000,122081,en,Spring Breakers,62.554173,1/24/13,31724284,94,A little sun can bring out your dark side.,Spring Breakers,5,1551
5000000,10987,en,Halloween: The Curse of Michael Myers,9.483717,9/29/95,15116634,88,Haddonfield is ready to celebrate Halloween.... so is Michael Myers!,Halloween: The Curse of Michael Myers,5,170
5000000,1391,es,Y tu mamá también,16.890285,6/8/01,33616692,106,Life has its ways of teaching. Life has its ways to confuse us. Life has its ways to move us. Life has its ways to amaze. Life has its ways to hurt us. Life has its ways to heal. Life has its ways to inspire.,Y Tu Mamá También,7.3,315
4000000,747,en,Shaun of the Dead,49.12486,4/9/04,30039392,99,A romantic comedy. With zombies.,Shaun of the Dead,7.5,2420
0,14745,en,The Haunting of Molly Hartley,8.309894,10/31/08,0,82,Her past is yet to come.,The Haunting of Molly Hartley,4.3,48
5000000,26748,en,Lone Star,5.960149,6/21/96,13269963,135,John Sayles invites you to return to the scene of the crime.,Lone Star,6.9,77
5000000,11357,en,Halloween 4: The Return of Michael Myers,9.302349,10/21/88,17768757,88,Horror has returned to Haddonfield.,Halloween 4: The Return of Michael Myers,5.9,209
5000000,24913,en,April Fool's Day,8.190888,3/27/86,0,89,Childish pranks turn into a bloody battle for survival!,April Fool's Day,5.8,73
0,13776,en,Diner,5.87193,4/2/82,0,110,"Suddenly, life was more than French fries, gravy, and girls.",Diner,6.9,83
5000000,14854,en,Lone Wolf McQuade,8.452666,4/14/83,12232628,107,The 'Mad Dog' Criminal...The 'Lone Wolf' Lawman...The Ultimate Showdown.,Lone Wolf McQuade,5.5,67
5000000,50357,en,Apollo 18,17.028252,7/20/11,25562924,86,There's a reason we've never gone back to the moon.,Apollo 18,5,356
5000000,13090,en,Sunshine Cleaning,19.336367,1/18/08,16174377,102,life's a messy business.,Sunshine Cleaning,6.5,255
5000000,192141,en,No Escape,38.006982,8/26/15,54418872,103,No rescue. No refuge.,No Escape,6.7,777
0,16441,en,The Beastmaster,6.377523,8/20/82,14056528,118,"Born with the courage of an eagle, the strength of a black tiger, and the power of a god.",The Beastmaster,6,97
5000000,29996,en,Solomon and Sheba,0.835617,12/25/59,12200000,139,Only once in 3000 years...anything like...,Solomon and Sheba,5.4,8
20000000,351819,en,Fifty Shades of Black,14.947588,1/28/16,21164799,92,Way shadier than gray.,Fifty Shades of Black,4.3,331
0,14834,en,Not Easily Broken,5.1299,1/9/09,0,99,,Not Easily Broken,6.3,9
4,22649,en,A Farewell to Arms,1.199451,12/8/32,25,89,Every woman who has loved will understand,A Farewell to Arms,6.2,28
0,378200,en,The Perfect Match,3.810827,3/11/16,0,96,t's what everyone's looking for,The Perfect Match,5.2,42
5500000,20455,en,Digimon: The Movie,3.7387,3/17/00,0,82,,Digimon: The Movie,6.2,72
0,13193,en,Saved!,9.85123,1/21/04,0,92,,Saved!,6.3,147
8000000,11042,fr,Les Invasions barbares,3.03091,5/21/03,3432342,99,"A provocative new comedy about sex, friendship, and all other things that invade our lives.",The Barbarian Invasions,6.7,77
0,10786,en,Robin and Marian,3.199904,3/11/76,0,106,Love is the greatest adventure of all.,Robin and Marian,6.6,50
5000000,12484,en,The Forsaken,2.739307,4/27/01,0,90,The night... has an appetite.,The Forsaken,4.9,47
5000000,17339,en,Force 10 from Navarone,5.348446,11/1/78,7230000,118,,Force 10 from Navarone,6.4,91
5000000,11959,en,UHF,4.070044,7/21/89,0,97,"A lot of TV stations have forgotten what ""quality"" means, but not Channel 62. They NEVER knew what it meant.",UHF,6.7,89
0,9900,en,Grandma's Boy,9.974681,1/6/06,6538177,94,A movie that proves you're never too old to come of age.,Grandma's Boy,6.6,220
5000000,14662,en,Slums of Beverly Hills,6.308298,8/14/98,0,91,Growing Up is Hard to Do,Slums of Beverly Hills,6.5,44
5000000,335,it,C'era una volta il West,49.333137,12/21/68,5321508,175,There were three men in her life. One to take her... one to love her... and one to kill her.,Once Upon a Time in the West,8.1,1128
5000000,15745,en,Made,4.149628,7/13/01,5476060,94,Welcome to disorganized crime.,Made,6.3,55
5000000,17431,en,Moon,46.114184,6/12/09,9760104,97,The last place you'd ever expect to find yourself.,Moon,7.6,1794
0,21014,en,Keeping Up with the Steins,3.562563,5/12/06,0,90,A 13-year-old boy uses his upcoming bar mitzvah to reconcile the strained relationship between his father and grandfather.,Keeping Up with the Steins,5.2,18
5000000,78394,en,Sea Rex 3D: Journey to a Prehistoric World,4.498368,5/14/10,4074023,41,The T-Rex of the Seas come alive.,Sea Rex 3D: Journey to a Prehistoric World,5.9,11
5000000,10217,en,The Sweet Hereafter,7.673124,5/14/97,3263585,112,There is no such thing as the simple truth.,The Sweet Hereafter,6.8,103
4000000,46332,fr,Des hommes et des dieux,4.992475,5/18/10,41424067,120,"In the face of terror, their greatest weapon was faith...",Of Gods and Men,6.5,91
